cet_score,jee_score,caste,annual_income,EWS,TFWS,branch,admission_taken,fee_type,target
70,91,SC,870759,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
98,67,OPEN,318980,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
56,93,OPEN,574869,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
66,91,ST,376923,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
69,64,OPEN,544256,0,0,None,NotAdmitted,None,None_NotAdmitted_None
90,62,ST,850190,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,62,OPEN,549541,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
69,46,SC,609163,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
71,48,OBC,908062,0,1,EXCS,Admitted,OBC,EXCS_Admitted_OBC
77,74,OPEN,992007,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
89,77,ST,739724,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
98,80,OPEN,767538,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
56,62,OPEN,513151,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
50,81,OBC,909216,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
81,63,OPEN,778387,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
62,91,OBC,551069,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
79,72,OPEN,998599,1,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
72,84,OPEN,167359,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
100,64,OPEN,303460,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
68,93,OPEN,965040,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
81,77,OPEN,377255,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
79,56,SC,263384,0,0,INFT,Admitted,SC,INFT_Admitted_SC
78,95,ST,884681,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,59,SC,386305,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
94,85,OPEN,991255,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
78,83,OPEN,230466,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
79,46,OPEN,429457,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
65,73,OPEN,281446,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
89,85,OBC,517230,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
68,54,OPEN,704596,0,0,None,NotAdmitted,None,None_NotAdmitted_None
67,46,OPEN,932821,0,0,None,NotAdmitted,None,None_NotAdmitted_None
50,95,ST,865523,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
63,55,OPEN,511377,0,0,None,NotAdmitted,None,None_NotAdmitted_None
100,57,OPEN,732088,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
96,54,OPEN,500706,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
99,58,OPEN,481691,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
51,62,ST,862557,0,1,EXCS,Admitted,ST,EXCS_Admitted_ST
77,95,OPEN,124502,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
98,98,OPEN,135757,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
99,53,OPEN,927543,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
79,83,OPEN,722561,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
87,72,OPEN,682933,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
100,47,SC,996650,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
53,64,SC,421199,0,1,EXCS,Admitted,SC,EXCS_Admitted_SC
50,50,SC,219815,0,0,BIOM,Admitted,SC,BIOM_Admitted_SC
57,71,OPEN,784266,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
78,97,SC,463170,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
88,46,OBC,432336,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
52,73,OPEN,281549,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
81,82,OBC,267973,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
59,47,OPEN,846631,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
59,60,OPEN,152021,0,0,None,NotAdmitted,None,None_NotAdmitted_None
68,74,SC,129092,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
95,84,OPEN,468987,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
83,46,OBC,757191,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
82,61,OPEN,412865,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
72,85,ST,390655,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
77,56,ST,172782,0,0,INFT,Admitted,ST,INFT_Admitted_ST
81,79,ST,983435,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
99,87,OPEN,942000,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
56,45,OPEN,464206,1,0,None,NotAdmitted,None,None_NotAdmitted_None
78,99,OPEN,990733,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
57,89,OPEN,413651,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
50,59,OPEN,748565,0,0,None,NotAdmitted,None,None_NotAdmitted_None
52,70,OBC,754287,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
73,81,OBC,307580,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
72,65,ST,869032,0,0,INFT,Admitted,ST,INFT_Admitted_ST
57,93,OPEN,724416,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
96,75,OPEN,372827,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
86,69,OPEN,647952,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
52,67,ST,726652,0,0,INFT,Admitted,ST,INFT_Admitted_ST
100,68,SC,875372,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
82,82,SC,264244,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
77,72,ST,576857,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
96,65,OBC,164340,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
57,98,OPEN,711524,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
83,87,OPEN,111017,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
84,62,OBC,923045,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
81,80,OPEN,886167,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
73,79,OPEN,654636,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
63,89,ST,509664,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
81,99,ST,371635,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
95,53,SC,309720,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
92,97,SC,221070,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
65,82,OBC,851917,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
53,74,OPEN,945191,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
86,88,OPEN,362512,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
70,78,OBC,135010,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
63,76,SC,660139,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
80,47,OPEN,747049,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
97,47,ST,878928,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
67,72,OPEN,786296,0,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
56,88,OPEN,703146,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
59,59,OBC,691293,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
56,85,OPEN,137493,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
82,67,OPEN,825155,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
72,84,OPEN,791750,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
70,55,SC,634580,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
68,92,OPEN,978809,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
97,76,OBC,783725,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
68,98,OBC,623238,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,80,OPEN,201735,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
78,77,ST,647200,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
67,68,OPEN,180771,0,0,None,NotAdmitted,None,None_NotAdmitted_None
51,83,ST,811932,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
50,78,OBC,731581,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,100,ST,199083,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
54,72,OPEN,737943,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
69,81,OPEN,721747,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
60,51,OPEN,498750,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
91,48,OPEN,847365,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
51,81,OBC,332682,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
52,100,OPEN,528886,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
72,45,OBC,329171,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
61,45,OPEN,473839,0,0,None,NotAdmitted,None,None_NotAdmitted_None
69,91,OPEN,267558,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
54,64,SC,396412,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
86,63,OPEN,207338,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
87,73,OBC,574551,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
79,54,OBC,388480,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
58,62,SC,890073,0,1,EXCS,Admitted,SC,EXCS_Admitted_SC
83,72,OPEN,187132,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
93,79,OBC,395103,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
84,87,ST,244378,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
71,91,SC,277254,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
93,75,OPEN,698411,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
73,71,OBC,549542,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,55,SC,852255,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
59,93,OBC,645786,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
79,93,OPEN,694486,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
95,82,OPEN,600585,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
72,49,SC,127197,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
81,52,OPEN,776079,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
66,78,SC,208775,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
99,92,OPEN,911464,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
100,96,OBC,946056,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,100,OPEN,964609,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
63,56,OPEN,928396,0,0,None,NotAdmitted,None,None_NotAdmitted_None
58,82,ST,785388,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
89,45,ST,211030,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
51,75,OBC,416790,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
94,48,OPEN,967619,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
74,93,OBC,501752,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
88,89,OBC,741687,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
58,94,OBC,156747,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
71,49,OPEN,145712,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
92,74,OBC,499489,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
95,100,SC,433964,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
53,68,ST,225342,0,1,INFT,Admitted,ST,INFT_Admitted_ST
75,47,OPEN,715516,0,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
78,55,SC,436497,0,0,INFT,Admitted,SC,INFT_Admitted_SC
94,89,OBC,587707,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,48,OPEN,192091,0,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
72,70,OPEN,448058,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
86,71,OPEN,281902,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
60,90,OPEN,993150,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
55,98,OPEN,510343,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
67,87,SC,346222,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
70,71,SC,314560,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
91,86,OBC,635827,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,95,ST,802121,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
90,94,OPEN,932651,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
87,50,OPEN,375478,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
83,59,OBC,894335,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,97,OPEN,521743,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
86,74,OPEN,614906,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
74,86,OPEN,682296,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
87,81,OPEN,576492,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
61,81,SC,461462,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
72,86,OPEN,519924,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
91,81,OPEN,766220,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
71,79,OPEN,167300,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
70,67,OBC,491407,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
76,50,OPEN,907274,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
80,48,SC,291285,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
55,62,OPEN,928804,0,0,None,NotAdmitted,None,None_NotAdmitted_None
76,53,OPEN,476460,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
89,93,OBC,198971,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,73,OPEN,138744,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
61,57,OPEN,478226,1,0,None,NotAdmitted,None,None_NotAdmitted_None
94,91,OPEN,419586,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
56,96,ST,710278,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
59,61,OPEN,469061,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
94,89,OBC,334975,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,76,OPEN,627938,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
75,92,OPEN,669405,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
70,66,OPEN,977676,1,0,None,NotAdmitted,None,None_NotAdmitted_None
77,48,ST,889622,0,0,INFT,Admitted,ST,INFT_Admitted_ST
95,49,OPEN,148113,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
51,81,OPEN,239861,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
92,85,OPEN,132125,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
50,93,OPEN,329767,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
100,57,OPEN,492144,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
85,78,OBC,790778,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
100,89,OPEN,998336,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
75,66,OPEN,278157,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
78,97,SC,643056,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
70,67,OPEN,805321,1,0,None,NotAdmitted,None,None_NotAdmitted_None
60,95,OPEN,443243,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
89,47,OPEN,353807,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
60,86,OBC,783245,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,78,OPEN,711709,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
98,76,OPEN,816442,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
88,89,OPEN,893327,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
89,95,OBC,281383,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
84,93,OPEN,844854,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
83,65,OBC,298139,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,90,SC,171017,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
73,88,OBC,910364,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
71,65,OPEN,645648,0,0,None,NotAdmitted,None,None_NotAdmitted_None
54,88,OPEN,941279,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
82,55,OPEN,602394,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
85,83,OPEN,714653,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
96,48,OPEN,709756,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
69,95,SC,357137,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
68,45,OPEN,401075,1,0,None,NotAdmitted,None,None_NotAdmitted_None
84,72,OPEN,155823,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
92,68,OBC,924464,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
66,79,OBC,871279,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
94,57,OPEN,836786,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
92,91,SC,118807,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
83,78,OPEN,763431,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
58,55,SC,677701,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
75,80,SC,781509,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
51,95,SC,639828,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
58,61,OBC,856572,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
58,79,OPEN,170248,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
89,62,OPEN,352515,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
66,84,OBC,847097,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
50,66,OPEN,210494,0,0,None,NotAdmitted,None,None_NotAdmitted_None
74,68,ST,873931,0,0,INFT,Admitted,ST,INFT_Admitted_ST
92,63,OPEN,709723,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
89,81,OPEN,644075,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
91,83,OPEN,383126,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
74,65,OPEN,350768,0,0,None,NotAdmitted,None,None_NotAdmitted_None
88,52,OBC,646894,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
84,72,SC,882920,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
52,49,OBC,872783,0,0,None,NotAdmitted,None,None_NotAdmitted_None
99,61,SC,333867,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
86,81,ST,212223,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
93,80,SC,671224,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
93,98,OPEN,717574,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
100,63,SC,661669,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
79,71,OPEN,483609,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
87,97,OPEN,914506,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
83,78,OBC,513811,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
61,55,OPEN,668482,0,0,None,NotAdmitted,None,None_NotAdmitted_None
68,98,OPEN,804737,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
86,89,OPEN,388997,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
93,91,OPEN,435863,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
98,56,ST,251733,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
66,98,OPEN,623512,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
59,65,OPEN,805853,1,0,None,NotAdmitted,None,None_NotAdmitted_None
98,98,OPEN,743012,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
96,55,OPEN,337777,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
61,83,ST,267567,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
65,72,OPEN,113703,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
73,49,OBC,158453,0,1,EXCS,Admitted,OBC,EXCS_Admitted_OBC
68,61,OBC,712766,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
57,100,ST,601738,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
80,64,OBC,919593,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
70,85,SC,287063,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
66,90,OPEN,476440,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
72,56,OPEN,338411,0,0,None,NotAdmitted,None,None_NotAdmitted_None
86,50,OPEN,502932,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
65,61,ST,919781,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
55,95,OPEN,671386,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
57,63,OPEN,470579,1,0,None,NotAdmitted,None,None_NotAdmitted_None
74,70,OPEN,151990,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
67,92,OPEN,431065,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
74,88,OPEN,791898,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
61,88,ST,724860,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
64,96,OPEN,861269,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
75,76,OBC,369357,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
90,50,SC,224693,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
94,99,OPEN,275295,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
75,80,OPEN,978087,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
96,82,OPEN,885786,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
81,55,OPEN,430515,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
59,77,OBC,168274,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
65,68,OPEN,994285,1,0,None,NotAdmitted,None,None_NotAdmitted_None
56,67,OPEN,366278,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
66,59,OBC,977860,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
72,71,ST,663889,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
75,55,SC,960321,0,1,INFT,Admitted,SC,INFT_Admitted_SC
70,95,SC,377834,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
71,94,SC,364053,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
56,61,OPEN,453383,0,0,None,NotAdmitted,None,None_NotAdmitted_None
63,95,SC,442176,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
64,97,OPEN,636350,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
56,58,OBC,437530,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
58,71,OBC,848597,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
100,62,OPEN,790091,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
97,72,SC,236225,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
57,95,ST,241553,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
99,91,OPEN,199270,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
72,91,SC,952857,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
78,48,OPEN,818960,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
67,51,OBC,709269,0,1,EXTC,Admitted,OBC,EXTC_Admitted_OBC
80,89,OPEN,728758,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
79,79,OBC,783565,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
88,92,ST,188887,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
84,53,ST,443686,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
67,52,SC,935544,0,1,EXTC,Admitted,SC,EXTC_Admitted_SC
91,96,OPEN,242012,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
88,89,ST,945442,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
66,61,OPEN,832154,1,0,None,NotAdmitted,None,None_NotAdmitted_None
63,61,ST,386629,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
80,93,OPEN,713587,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
73,77,OPEN,617537,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
84,76,OBC,992016,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
93,52,OPEN,494283,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
94,63,OPEN,907039,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
83,82,OPEN,340491,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
52,47,OPEN,685885,0,0,None,NotAdmitted,None,None_NotAdmitted_None
86,49,OPEN,357808,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
92,57,OPEN,960986,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
89,91,OPEN,867842,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
75,90,OPEN,901619,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
72,75,OBC,858271,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
93,99,OPEN,890417,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
88,60,ST,798412,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
64,94,ST,250635,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,76,OPEN,802682,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
53,66,SC,816605,0,0,INFT,Admitted,SC,INFT_Admitted_SC
78,73,SC,937946,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
71,66,ST,380752,0,0,INFT,Admitted,ST,INFT_Admitted_ST
74,87,OBC,957759,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
